id,Kichwa,Español
914,kunuk, caliente 
915,kunuk allpa, costa 
916,kunuk yaku, agua termal 
917,kunukuy killuchakay, carbohidrato 
918,kupa, rastrojo 
919,kupa ñuku, basura 
920,kurikinka, curiquingue 
921,kurpa, masa amasado 
922,kurpa chanpa, terrón 
923,kurpa putuk, enano 
924,kurpañutuchi, desterronamiento 
925,kuru, gusano 
926,kurun anta, motocicleta moto 
927,kururuna, ovillar 
928,kuruta, testículo 
929,kusa, esposo marido 
930,kusana, asar 
931,kushi, alegre 
932,kushikuy, emoción 
933,kushillu, mono 
934,kushipatak, sacerdote 
935,kushiyay, alegria 
936,kushkapaktay, puntualidad 
937,kushma, camisa 
938,kushpana, saltar 
939,kushpana pawana, saltar 
940,kuska, parte sitio lugar dirección 
941,kuska imallichik, adverbio del lugar 
942,kuskallpayku, subterráneo 
943,kuskayupay chani, valor relativo 
944,kuski, septiembre frondoso abundancia 
945,kuski killa, septiembre 
946,kuskina hamutayana, analizar 
947,kuskunku, buho 
948,kutachik, molinero 
949,kutana, molino 
950,kuticharina, rescatar 
951,kutichina, responder 
952,kutichiy, responder 
953,kutin, vez veces 
954,kutinchi, múltiplo 
955,kutinchichiy, factorización 
956,kutinchik millka, tabla de frecuencias 
957,kutinchiklla, frecuencia absoluta 
958,kutinchina, repetir 
959,kutinchinaw, repetir 
960,kutinchishka yupaykuna, números múltiplos 
961,kutinchiy, multiplicación 
962,kutinkutinchik, exponente 
963,kutinkutinchiy, potenciación 
964,kutinkutinmuchiy, radicación 
965,kutinkutirik, base de potencia  
966,kutinriksina, reconocer 
967,kutirichiy, convertirse 
968,kutirik, factor común 
969,kutirik taripay, búsqueda del factor común 
970,kutsana, rasgar 
971,kutsi, ligero 
972,kutsiy, agilidad 
973,kuwartilla  ukapa, cuartilla  +/ 60 lb 
974,kuy, cuy / conejillo de indias 
975,kuya, reina emperatriz soberana del incario señora dama 
976,kuyak, acariciador 
977,kuyana, amar 
978,kuyashka, amante 
979,kuyaylla, hermosa linda 
980,kuyka, lombríz 
981,kuykakamay, lombricultura 
982,kuyllur, asterisco 
983,kuytsa, joven adolescente mujer 
984,kuyurihillanta, máquina 
985,kuyuy, mover 
986,lachuri, hijastro 
987,ladera, shayak allpa 
988,lamama, madrastra 
989,lancha, tizón 
990,lapani, hermanastra 
991,laushi, hijastra 
992,lawawki, hermanastro 
993,layaya / latayta, padrastro 
994,llachak, vegetal 
995,llachakamay, flora 
996,llachapashka, remendado 
997,llachapay, remendar 
998,llachapayuk, remendon 
999,llaki, triste 
1000,llaki, tristeza 
1001,llakichik, perjuicios 
1002,llakichik wallpariykuna, formas de explotación 
1003,llakichipacha, la colonia 
1004,llakichiy, explotación 
1005,llakilla, triste 
1006,llakitukuy, desastre 
1007,llakta, pueblo 
1008,llakta ushay, democracia 
1009,llaktakay, pueblos 
1010,llaktamanta llukshiri, migración 
1011,llaktapak ushay, democracia 
1012,llaktari allpa, territorio 
1013,llaktarimay, dialecto 
1014,llaktay, pueblo 
1015,llaktayku, población 
1016,llaktushay, democracia 
1017,llakushi, sentimiento 
1018,llama, llama oveja 
1019,llamkaypaktachi, función rol 
1020,llamkaywillay, informe 
1021,llamkayñan, planificación 
1022,llampu, liso 
1023,llankahillay, equipos 
1024,llankamana, inutil 
1025,llankanauku, oficina 
1026,llankanaukuk, oficinista 
1027,llankayñan, planificación 
1028,llano campo, pampa 
1029,llantu, sombra 
1030,llanturiy, eclipse 
1031,llapiriy, presión 
1032,llashachik, balanza 
1033,llashak, masa y peso 
1034,llashak tupu, medida de masa 
1035,llatanay, descubrirse sacarse la ropa 
1036,llawsayachik, endòcrino 
1037,llawsayari, viscosidad 
1038,llawtu, corona diadema 
1039,llichayuk, dichoso 
1040,llika, sistema 
1041,llika yachay wasikuna, redes educativas 
1042,llika wallpa, estructura 
1043,lliwitupu, radianes 
1044,lluki, izquierdo 
1045,lluki maki, mano izquierda 
1046,llullana, mentir 
1047,llullu, tierno 
1048,llumpak, limpio 
1049,llumpakay, virginidad 
1050,llumpakshunku, castidad 
1051,llushpichiy, despegar 
1052,llutachina, pegar 
1053,llutariy, magnetismo 
1054,loma, tula 
1055,lulun, huevo 
1056,lumu, yuca 
1057,lutsay, proporción proporcionalidad 
1058,lutsaychishpa raki, reparto proporcional 
1059,lutsaykumuk, proporción armónica o inversa 
1060,lutsaykutinchik, frecuencia relativa 
1061,lutsaykuyak, proporcionalidad inversa 
1062,lutsaysapayak, proporcionalidad directa 
1063,machana, emborrachar 
1064,machu, tuerto 
1065,makana, pegar 
1066,makanakuy, guerra 
1067,makanakuy runakuna, guerreros 
1068,makay, golpe pegar agravio 
1069,maki, mano 
1070,maki hawa, palma de la mano 
1071,maki ruka, uña del dedo de la mano 
1072,maki washa, dorso de la mano 
1073,makiwatana, manilla pulsera 
1074,makillina, guante 
1075,makimañachi, colaboración mutua 
1076,makimañachiy, prestación de mano para el trabajo 
1077,makimañashpa, una mano de ayuda 
1078,makimañay, pedir la mano para casarse 
1079,makipakchiruray, artesanía 
1080,makirumpay, voleibol 
1081,makirurashka, manualidad 
1082,makiruray, artesanía 
1083,makiruraykamay, artesanía 
1084,makiyasiy, voleibol 
1085,maklluy, peligro 
1086,maklluy gt, peligro 
1087,mallina, probar saborear 
1088,mama, madre mamá 
1089,mama chanka, muslo 
1090,mama chumpi, fajamadre 
1091,mama kullki kamachi, regla de interés 
1092,mamakamachik, constitución 
1093,mamakucha, océano 
1094,mamakullki, capital 
1095,mamallakta, país 
1096,mamallakta kallaripa tantanakuy, asamblea constituyente 
1097,mamallakta kawsay kallari, vida republicana 
1098,mamallakta michari, defensa nacional 
1099,mamallakta pura kapak kamay, política exterior 
1100,mamallaktachiy, estado 
1101,mamallaktapa apukwasi, palacio de gobierno 
1102,mamallaktapa haylli, himno nacional 
1103,mamallaktapa kapak, nacionalista 
1104,mamallaktapak tantanakuy, estado 
1105,mamallaktapura kullkikulka, fondo monetario internacional fmi 
1106,mamayakunta mintalay, comercio marítimo 
1107,mana alli, mal malo 
1108,mana rikshka antakuna, los ovnis 
1109,mana riksishka, extraño 
1110,mana tukurik, infinito 
1111,manahaykapash, nunca jamas 
1112,manapakiyak yupay, número irracional 
1113,manapipash, nadie ninguno 
1114,manarak turuwan makiruray pacha, período precerámico 
1115,manashuwak, honrado 
1116,manañakcharishka, despinado 
1117,manchay, temer 
1118,manllariy, asustarse 
1119,manllay, temer tener miedo 
1120,manuchaskiy, cobrar 
1121,manya, borde lado 
1122,manyaku, cateto 
1123,manyakupurachi, tangente 
1124,manyakupuramuchi, cotangente 
1125,manyakupuramunchi, cotangente 
1126,manyapikakkuna, extremos 
1127,manyatupu, perímetro 
1128,manña, borde orilla 
1129,mapayashka, obseno 
1130,mapayay, pornografía 
1131,marka kamachik, prefecto 
1132,markakamachiklli, consejero provincial 
1133,markapuk, gobernador 
1134,masha, yerno cuñado 
1135,mashi, amigo 
1136,mashipurari, relación mutuo 
1137,mashkaychani, incógnita 
1138,mashnayachi, conocimiento de cantidad o cálculo 
1139,mashnayachina, calcular 
1140,mashnaykuna, cantidad  
1141,mashu chimpilaku, murciélago 
1142,mashuwa, mashua 
1143,maskana, buscar 
1144,maskaypacha, corona 
1145,masma yachak, ingeniero 
1146,masmana, construir 
1147,masmay, armar 
1148,mawkana, usar 
1149,may kutinchikuna, productos notables 
1150,may mutsuri, importantes 
1151,may rakikuna, cocientes notables 
1152,mayalli, indispensable 
1153,maychani raymana, importancia 
1154,mayhatun, macro 
1155,maykanpash, cualquiera 
1156,maykutinchikuna, productos notables 
1157,maymachariy, alcoholismo 
1158,maymutsurik, importante 
1159,maymutsuriy maychaniy, importancia 
1160,maypakchiruray, arte 
1161,mayrakikuna, cocientes notables 
1162,mayu, río 
1163,mayuchilla, micro 
1164,maywa, morado violeta 
1165,maywana, enamorar 
1166,maywana munayana, enamorar 
1167,mañana, pedir 
1168,mañay, solicitud 
1169,mi si, gato 
1170,michachikanyay, descomposición de la energía 
1171,michina, pastar 
1172,mika mati, plato de madera 
1173,miklla, treinta libras 
1174,mikuna, comer 
1175,mikuy mikuna, alimento 
1176,milchina, manipular 
1177,milchina llanwana, palpar 
1178,milchinay, experimentar 
1179,milka, párrafo cuadro 
1180,milkachishka, killka cuadro sinóptico 
1181,milkachishka killkaw, cuadro sinóptico 
1182,milkakinrayshuyu, histograma 
1183,millanayay, feo 
1184,millaymakay, 
1185,millkashuyu, gráfico de barras 
1186,milluku, melloco 
1187,minchakama, despedida próxima ocasión 
1188,minchayana, despedirse 
1189,minchayana w, despedirse 
1190,minkana, encargar 
1191,minkarik, huesped 
1192,mintala, comerciante 
1193,mintalana, comercializar 
1194,mintalanayay, comercializaciòn 
1195,mintalay, comercio 
1196,mintu, pirámide 
1197,mirachina, aumentar 
1198,mirachina w, reproducir 
1199,mirana, aumentar producir 
1200,mirka, paño mancha de la cara 
1201,mishanakuy, competencia 
1202,mishay, ganr competir 
1203,mishki, dulce 
1204,mishu, mestizo 
1205,mishuma uchu, ají menos picante 
1206,mitsa, verruga 
1207,mitsak, mezquino 
1208,mitsana, mezquinar 
1209,miyuchina mapayachina, contaminar 
1210,miyuwayra, anhídrido carbónico 
1211,miyuy, contaminación 
1212,miyuy wanu, fertilizante químico 
1213,miyuychi, contaminaciòn 
1214,montaña cerro, urku 
1215,monte bosque selva, sacha 
1216,muchana, besar 
1217,muchiku, sombrero 
1218,muksi, oxido 
1219,muku, nudo 
1220,muku, articulación 
1221,munana, querer 
1222,munanayay, deseo carnal 
1223,munapayay, desear con locura 
1224,munarishka, aficionado 
1225,munay, deseo 
1226,munay killka, escritura de expresión libre 
1227,munay yachay, auto estudio 
1228,munaymanta ruray, hobby pasa tiempo 
1229,muntira, gorra 
1230,murtiñu, mortiños 
1231,muru unkuy, sarampión 
1232,muru añawi, fruto 
1233,muruchu, morocho 
1234,murukuna, productos agrícolas granos 
1235,mushuk, nuevo 
1236,mushukpacha, neolítico 
1237,mushukyachinalla, renovable 
1238,muskuna, soñar 
1239,musparina, desvariar 
1240,musyana, preveer 
1241,musyana kipakrikuna, prever 
1242,musyay, prevención temer tener miedo 
1243,mutilon, motilones 
1244,mutsukmanta, necesariamente 
1245,mutsuna, necesitar 
1246,mutsuri killkanancha kutinchi, productos notables 
1247,mutsurik, útil 
1248,mutsushka, necesitado menesteroso 
1249,mutsuy, uso 
1250,mutsuy, necesitar 
1251,mutsuypa, utilidad 
1252,muyu, semilla 
1253,muyuna, rodear 
1254,muyuntin, alrededor 
1255,muyuntintupu, medida del círculo 
1256,muyuriy, giro 
1257,muyuy rimay, mesa redonda 
1258,muyuy tupu, perímetro de la circunferencia 
1259,muyuykuchu, ángulo de giro 
1260,muyuypacha, ciclo 
1261,muyuyrimay, mesa redonda 
1262,muyuyshuyu, gráfico de pasteles 
1263,muyuytupu, longitud de la circunferencia 
1264,nanay, dolor 
1265,nankay, equilibrio 
1266,napaykuna, saludos 
1267,niki, orden 
1268,nikichik, ordenador computadora pc 
1269,nikichina, ordenar organizar 
1270,nikirakiri, fase 
1271,nikiyupay, números ordinales 
1272,nikiyupaykuna, números ordinales 
1273,nikyachay, teorema 
1274,nimaykan, ninguna 
1275,nina, fuegollama candela 
1276,nina kuru, luciérnaga 
1277,ninayay rupariy, combustión 
1278,nipa, elemento 
1279,nipakutichi, intersección 
1280,nipapurachi, correspondencia relación 
1281,nipayay, componente 
1282,nishani, autodeterminación 
1283,nuna, espíritu alma 
1284,pacha, tiempo y espacio 
1285,pacha imallichik, adverbio de tiempo 
1286,pacha shuktayay, fenómeno natural 
1287,pacha tupuk, reloj 
1288,pachachik, reloj 
1289,pachachik sayllachik, reloj 
1290,pachakutik pacha, renacimiento 
1291,pachamama, mundo 
1292,pachamamapi tiyak, recurso natural 
1293,pachamamapi tiyakkuna, recursos naturales 
1294,pachanyachiy, fomento 
1295,pachapi tiyak chimpaykuna, teoría de la relatividad 
1296,pacharikuy, cosmovisión  
1297,pacharikuyw, cosmovisión 
1298,pachatupu, medida de tiempo 
1299,pachaykamay, física 
1300,pakana, esconder 
1301,pakarikuy, velar 
1302,pakarina, amanecer 
1303,pakashka, escondido 
1304,pakay, huabo 
1305,pakcha, cascada 
1306,pakchi, técnica 
1307,pakchiruray, tecnología 
1308,pakchirurayachay, taller 
1309,pakiriklla, frágil 
1310,pakiy, romper en pedazos destrozar 
1311,pakiyupay, número racional 
1312,pakpayu, aves 
1313,paktachani, ecuación o igualdad de valores 
1314,paktachay, justicia 
1315,paktachichin, responsabilizar 
1316,paktachichina, responsabilizar 
1317,paktachik, responsable 
1318,paktachik kuchu, ángulo complementario 
1319,paktachik tantachishka, conjunto complementario 
1320,paktachikkuna, propiedades o relaciones 
1321,paktachikuna, propiedades 
1322,paktachiriy, asumir responsabilidad 
1323,paktachiy, responsabilidad 
1324,paktak, suficiente 
1325,paktakamu, libro mayor 
1326,paktakuchu, ángulo recto 
1327,paktakuchu kimsamanyachi, triángulo rectángulo 
1328,paktakuyuy waskariklla, ritmo 
1329,paktalla kawsay, equidad de género 
1330,paktama, jeme 
1331,paktamanya, cateto menor 
1332,paktanancha, resultado 
1333,paktapuchu, diferencia simétrica 
1334,paktara, cuidado 
1335,paktaraki, divisibilidad 
1336,paktarakikyuk pakiyupaykuna, fracciones homogéneas 
1337,paktarakikyupay, máximo común divisor 
1338,paktarakirikyupay, mínimo común múltiplo 
1339,paktay, objetivo 
1340,paktayachay, currículo 
1341,paktayashka, equivalente 
1342,paktayuyay, definición 
1343,paku, café 
1344,pal anta, plátano 
1345,palama itha añallu, insecto 
1346,palamamiyu, insecticida 
1347,pallana, cosechar 
1348,pallay, cosechar 
1349,palta, aguacate 
1350,paltarikkuska, barra 
1351,pamaway, cosmos 
1352,pamaway nipa, elemento cósmico 
1353,pamawayak, cósmico 
1354,pamawyri, cósmico 
1355,pampa, planicie 
1356,pampa shuyukuna, figuras planas 
1357,pampallpa, llanura 
1358,pampawarmi, prostituta 
1359,panchi, febrero 
1360,panchi killa, febrero 
1361,pani, hermana hermano a hermana 
1362,pankakullki, billetes 
1363,pankalli, documento de identificacion documento pequeño 
1364,panta, confuso 
1365,pantano ciénega, wampu allpa 
1366,pantay, confusion 
1367,papa, patata 
1368,papaya, papaya 
1369,parana, demorar durar en imbabura 
1370,parkuna, regar 
1371,paruk, pulmón 
1372,pascal kutinkutinchi, esquema de paskal 
1373,paskakuchu, ángulo obtuso 
1374,paskakuchu kimsamanyaychi, triángulo obtusángulo 
1375,paskama, cuarta 
1376,paskamaukapa, cuarta de mano 
1377,paskana, abrir 
1378,paskarikra, braza longitud 
1379,paskay, abrir 
1380,pasña, adolescente mujer 
1381,pata millma, vello púvico 
1382,pata tullu, hueso púvico 
1383,patarina, doblar 
1384,patay, grado sexagecimal 
1385,patayak, tramo 
1386,patayay, tramo 
1387,patayayku, intervalo recorrido rango 
1388,patayku, minutos angulares 
1389,pataykulla, segundos angulares 
1390,patpa, pluma 
1391,patpay, emplumar 
1392,patsak, cien 100 
1393,patsak piti, tanto por ciento 
1394,patsakri, porcentaje 
1395,patsakri shutichi, notación porcentual 
1396,patsakri shutichiy, notación porcentual 
1397,patsakrikrapampa, cuadra 
1398,patsaktatkipampa, hectárea 
1399,patsakwata, siglo 
1400,pawana, volar 
1401,pawkar, marzo 
1402,pawkar, marzo 
1403,pawkar killa, marzo 
1404,pay, ella 
1405,paya, vieja 
1406,paya mama, anciana 
1407,paya ruka, dedo pulgar 
1408,payku, payco 
1409,paykuna, ellas 
1410,payllashka, pagado 
1411,payllay, pagar 
1412,paypachik, pertenencia 
1413,paypaknay, pertencer 
1414,peña, haka 
1415,phacha, sábana 
1416,phallkala, sien 
1417,phanka, hoja 
1418,phankalla, liviano 
1419,phatsayana, separar 
1420,phawachik anku, nervio 
1421,phintu, manta trapo 
1422,phintu ushuta, medias 
1423,pichay, limpia 
1424,pichay chuyay mayllay, limpieza aseo 
1425,pichka, cinco 5 
1426,pichka chunka, cincuenta 50 
1427,pichka patsak, quinientos 500 
1428,piki, pulga 
1429,pillis, piojo del cuerpo 
1430,pillpintu, mariposa 
1431,pimill, alga acuática 
1432,pinkay, vergüenza 
1433,pinkullu, tobillo 
1434,pinllu, lechero 
1435,piruri, rol 
1436,piruru, disco 
1437,pirway, diagramación 
1438,pirwayay, maqueta 
1439,pirámide natural, kutama 
1440,pishiyak pakiyupay, fracción propia 
1441,pishiyashka, menor que 
1442,pishku, pájaro ave 
1443,pishku patpayuk, ave 
1444,piti, poco 
1445,pitikuska, segmento 
1446,pitina kuchuna, cortar 
1447,pituy, deseo amoroso 
1448,pityuk chuskulli pukcha, arroba 
1449,piñakuy, enfadado 
1450,piñana, enfadarse 
1451,piñashka, enojado 
